date,1. open,2. high,3. low,4. close,5. volume
2021-09-03 15:37:00,2877.37,2877.605,2876.86,2877.255,3287.0
2021-09-03 15:36:00,2877.72,2878.0699,2876.91,2877.82,6726.0
2021-09-03 15:35:00,2877.83,2877.84,2877.83,2877.84,718.0
2021-09-03 15:34:00,2877.165,2877.71,2877.165,2877.5592,1619.0
2021-09-03 15:33:00,2877.54,2878.19,2876.86,2876.96,2725.0
2021-09-03 15:32:00,2877.83,2878.41,2877.5175,2877.59,2232.0
2021-09-03 15:31:00,2877.32,2878.245,2877.32,2877.86,2041.0
2021-09-03 15:30:00,2877.93,2877.93,2877.57,2877.57,3126.0
2021-09-03 15:29:00,2877.98,2877.98,2877.25,2877.25,1419.0
2021-09-03 15:28:00,2878.77,2878.83,2878.26,2878.26,1422.0
2021-09-03 15:27:00,2879.51,2879.51,2878.17,2878.74,2265.0
2021-09-03 15:26:00,2879.25,2879.99,2879.25,2879.99,1864.0
2021-09-03 15:25:00,2879.51,2879.51,2879.51,2879.51,1518.0
2021-09-03 15:24:00,2879.38,2879.38,2879.27,2879.27,1161.0
2021-09-03 15:23:00,2879.9638,2879.9638,2879.9638,2879.9638,642.0
2021-09-03 15:22:00,2880.195,2880.61,2880.195,2880.61,888.0
2021-09-03 15:21:00,2880.28,2880.3,2879.4643,2880.21,3464.0
2021-09-03 15:20:00,2880.17,2880.21,2880.17,2880.21,953.0
2021-09-03 15:19:00,2881.0,2881.47,2880.815,2880.815,2644.0
2021-09-03 15:18:00,2881.465,2881.56,2881.11,2881.35,4835.0
2021-09-03 15:17:00,2881.905,2881.905,2881.19,2881.37,2762.0
2021-09-03 15:16:00,2882.46,2882.46,2882.46,2882.46,370.0
2021-09-03 15:15:00,2881.445,2882.15,2881.445,2882.15,1390.0
2021-09-03 15:14:00,2882.12,2882.52,2881.02,2881.84,4051.0
2021-09-03 15:13:00,2882.14,2882.14,2882.14,2882.14,942.0
2021-09-03 15:12:00,2882.2,2882.2,2882.2,2882.2,490.0
2021-09-03 15:11:00,2882.0,2882.0,2881.03,2881.82,3172.0
2021-09-03 15:10:00,2881.775,2881.775,2881.775,2881.775,401.0
2021-09-03 15:09:00,2881.245,2881.92,2881.245,2881.76,2113.0
2021-09-03 15:08:00,2881.45,2881.45,2881.26,2881.26,1679.0
2021-09-03 15:07:00,2881.395,2882.3,2881.395,2882.09,1996.0
2021-09-03 15:05:00,2882.0,2882.16,2882.0,2882.16,1575.0
2021-09-03 15:04:00,2881.1863,2881.97,2881.1863,2881.97,2215.0
2021-09-03 15:03:00,2881.36,2881.58,2881.26,2881.58,2011.0
2021-09-03 15:01:00,2881.945,2881.945,2881.945,2881.945,877.0
2021-09-03 15:00:00,2882.47,2882.47,2881.375,2881.375,1573.0
2021-09-03 14:59:00,2881.8415,2881.95,2881.84,2881.88,1632.0
2021-09-03 14:58:00,2881.95,2881.95,2881.95,2881.95,806.0
2021-09-03 14:57:00,2882.325,2882.325,2882.01,2882.01,1386.0
2021-09-03 14:56:00,2881.4679,2882.87,2881.32,2882.795,2874.0
2021-09-03 14:55:00,2881.25,2881.32,2881.157,2881.25,3934.0
2021-09-03 14:54:00,2881.25,2881.31,2881.015,2881.31,1151.0
2021-09-03 14:53:00,2880.225,2881.04,2880.225,2881.04,2290.0
2021-09-03 14:52:00,2880.15,2880.28,2880.15,2880.28,709.0
2021-09-03 14:49:00,2879.96,2880.76,2879.83,2880.76,1345.0
2021-09-03 14:48:00,2880.11,2880.39,2880.11,2880.39,1023.0
2021-09-03 14:47:00,2879.59,2879.59,2879.12,2879.13,2727.0
2021-09-03 14:46:00,2880.1,2880.1,2880.1,2880.1,740.0
2021-09-03 14:45:00,2879.91,2879.91,2879.91,2879.91,293.0
2021-09-03 14:44:00,2878.19,2880.67,2878.19,2880.67,4785.0
2021-09-03 14:42:00,2878.38,2878.81,2878.38,2878.59,2308.0
2021-09-03 14:41:00,2878.99,2879.06,2878.99,2879.06,614.0
2021-09-03 14:40:00,2878.4,2878.84,2878.39,2878.39,713.0
2021-09-03 14:39:00,2879.26,2879.26,2877.93,2878.28,980.0
2021-09-03 14:38:00,2879.15,2879.15,2879.15,2879.15,679.0
2021-09-03 14:37:00,2879.515,2879.515,2879.19,2879.19,580.0
2021-09-03 14:36:00,2879.235,2879.48,2878.825,2879.01,1407.0
2021-09-03 14:35:00,2879.2,2879.75,2879.2,2879.7499,1381.0
2021-09-03 14:34:00,2878.885,2879.22,2878.84,2878.84,729.0
2021-09-03 14:33:00,2879.2,2879.21,2879.2,2879.21,536.0
2021-09-03 14:32:00,2878.46,2878.46,2878.46,2878.46,960.0
2021-09-03 14:31:00,2878.22,2878.22,2878.22,2878.22,284.0
2021-09-03 14:30:00,2878.35,2878.9336,2878.2,2878.9336,1828.0
2021-09-03 14:29:00,2878.14,2878.14,2877.77,2877.83,835.0
2021-09-03 14:28:00,2877.89,2878.17,2877.66,2878.11,2243.0
2021-09-03 14:27:00,2878.42,2878.77,2878.42,2878.77,968.0
2021-09-03 14:26:00,2878.342,2878.342,2878.342,2878.342,388.0
2021-09-03 14:25:00,2878.36,2878.47,2878.3,2878.47,1243.0
2021-09-03 14:24:00,2878.69,2879.11,2878.54,2879.11,2298.0
2021-09-03 14:23:00,2878.83,2878.9,2878.815,2878.85,1321.0
2021-09-03 14:22:00,2878.87,2878.98,2878.87,2878.98,571.0
2021-09-03 14:21:00,2878.63,2879.22,2878.35,2878.5,1934.0
2021-09-03 14:20:00,2879.09,2879.09,2879.0,2879.0,1363.0
2021-09-03 14:16:00,2878.43,2878.43,2878.43,2878.43,744.0
2021-09-03 14:15:00,2878.79,2878.79,2878.79,2878.79,424.0
2021-09-03 14:14:00,2878.79,2878.79,2878.79,2878.79,721.0
2021-09-03 14:13:00,2879.5539,2879.5539,2878.675,2878.675,2001.0
2021-09-03 14:12:00,2878.76,2879.7799,2878.76,2879.3035,1302.0
2021-09-03 14:11:00,2878.7746,2878.7746,2878.7746,2878.7746,816.0
2021-09-03 14:10:00,2878.62,2878.62,2878.62,2878.62,501.0
2021-09-03 14:09:00,2878.4101,2878.45,2878.3714,2878.45,1875.0
2021-09-03 14:07:00,2878.2467,2878.2467,2878.2467,2878.2467,642.0
2021-09-03 14:04:00,2879.47,2879.47,2879.47,2879.47,468.0
2021-09-03 14:03:00,2879.45,2879.45,2879.12,2879.12,1412.0
2021-09-03 14:02:00,2878.95,2878.95,2878.78,2878.78,991.0
2021-09-03 14:01:00,2879.505,2879.61,2878.99,2879.61,1163.0
2021-09-03 14:00:00,2879.425,2879.445,2879.425,2879.445,715.0
2021-09-03 13:59:00,2878.64,2878.64,2878.64,2878.64,779.0
2021-09-03 13:54:00,2878.76,2878.85,2878.76,2878.85,1479.0
2021-09-03 13:53:00,2878.57,2878.57,2878.4,2878.4,1809.0
2021-09-03 13:52:00,2878.63,2878.63,2878.56,2878.56,753.0
2021-09-03 13:50:00,2878.8,2879.14,2878.8,2879.14,858.0
2021-09-03 13:49:00,2877.99,2878.7999,2877.99,2878.7999,448.0
2021-09-03 13:45:00,2877.975,2877.975,2877.975,2877.975,427.0
2021-09-03 13:43:00,2878.83,2879.09,2878.11,2878.7885,1873.0
2021-09-03 13:40:00,2878.05,2878.05,2878.05,2878.05,727.0
2021-09-03 13:38:00,2877.89,2877.97,2877.74,2877.97,903.0
2021-09-03 13:37:00,2877.91,2877.91,2877.91,2877.91,1052.0
2021-09-03 13:34:00,2877.57,2877.94,2877.57,2877.94,1000.0
2021-09-03 13:33:00,2877.975,2878.46,2877.975,2878.15,1021.0
2021-09-03 13:32:00,2877.865,2877.865,2877.865,2877.865,400.0
2021-09-03 13:31:00,2878.06,2878.06,2878.06,2878.06,797.0
2021-09-03 13:30:00,2877.63,2877.63,2877.515,2877.515,1244.0
2021-09-03 13:28:00,2877.5,2877.5,2877.5,2877.5,722.0
2021-09-03 13:27:00,2878.15,2878.15,2878.15,2878.15,1153.0
2021-09-03 13:26:00,2878.47,2878.62,2878.47,2878.62,893.0
2021-09-03 13:25:00,2878.07,2878.07,2878.07,2878.07,368.0
2021-09-03 13:24:00,2878.5553,2878.5553,2878.1098,2878.1098,2962.0
2021-09-03 13:23:00,2878.235,2879.0,2878.235,2878.73,1902.0
2021-09-03 13:22:00,2877.57,2878.61,2877.57,2878.125,1598.0
2021-09-03 13:21:00,2880.37,2880.37,2880.37,2880.37,899.0
2021-09-03 13:20:00,2880.42,2880.42,2880.42,2880.42,720.0
2021-09-03 13:19:00,2880.39,2880.71,2879.97,2880.105,3516.0
2021-09-03 13:17:00,2879.63,2880.23,2879.63,2880.23,1768.0
2021-09-03 13:16:00,2879.8,2879.8,2879.8,2879.8,551.0
2021-09-03 13:15:00,2880.035,2880.18,2878.99,2880.18,2613.0
2021-09-03 13:14:00,2880.43,2880.785,2880.245,2880.49,2689.0
2021-09-03 13:13:00,2879.96,2880.175,2879.96,2880.175,1592.0
2021-09-03 13:12:00,2879.97,2879.97,2879.3,2879.3,1796.0
2021-09-03 13:11:00,2879.84,2880.35,2879.68,2879.975,2107.0
2021-09-03 13:10:00,2879.945,2879.945,2879.945,2879.945,246.0
2021-09-03 13:09:00,2879.94,2879.94,2879.31,2879.31,967.0
2021-09-03 13:08:00,2879.87,2879.87,2879.87,2879.87,503.0
2021-09-03 13:07:00,2879.43,2879.8,2879.43,2879.5101,1340.0
2021-09-03 13:06:00,2879.17,2879.17,2879.17,2879.17,217.0
2021-09-03 13:05:00,2879.48,2879.53,2879.455,2879.53,1271.0
2021-09-03 13:04:00,2879.04,2879.12,2879.04,2879.12,1033.0
2021-09-03 13:03:00,2878.25,2878.25,2878.25,2878.25,653.0
2021-09-03 13:02:00,2877.44,2877.585,2877.44,2877.585,941.0
2021-09-03 13:01:00,2876.93,2877.38,2876.93,2877.38,1379.0
2021-09-03 13:00:00,2877.6446,2877.6446,2876.855,2877.25,1023.0
2021-09-03 12:59:00,2875.4,2876.09,2875.4,2876.09,1319.0
2021-09-03 12:58:00,2875.515,2875.515,2875.515,2875.515,598.0
2021-09-03 12:56:00,2876.13,2876.13,2874.92,2875.22,4826.0
2021-09-03 12:55:00,2874.89,2875.47,2874.89,2875.47,1019.0
2021-09-03 12:54:00,2876.2383,2876.2383,2875.5,2875.5,1265.0
2021-09-03 12:53:00,2876.34,2876.34,2875.96,2875.96,849.0
2021-09-03 12:52:00,2875.82,2876.58,2875.82,2876.58,626.0
2021-09-03 12:51:00,2876.26,2876.42,2875.5949,2875.5949,1770.0
2021-09-03 12:47:00,2877.21,2877.21,2877.21,2877.21,705.0
2021-09-03 12:45:00,2876.7367,2877.3,2876.7367,2877.3,1018.0
2021-09-03 12:44:00,2876.605,2876.605,2876.605,2876.605,274.0
2021-09-03 12:43:00,2877.02,2877.02,2876.43,2876.43,946.0
2021-09-03 12:41:00,2876.24,2876.24,2876.24,2876.24,717.0
2021-09-03 12:40:00,2875.96,2875.96,2875.96,2875.96,871.0
2021-09-03 12:38:00,2876.62,2876.79,2876.04,2876.21,2295.0
2021-09-03 12:36:00,2877.79,2877.79,2876.92,2876.92,1114.0
2021-09-03 12:35:00,2877.27,2877.27,2876.845,2877.22,1447.0
2021-09-03 12:34:00,2878.25,2878.25,2878.25,2878.25,970.0
2021-09-03 12:33:00,2877.48,2877.48,2877.48,2877.48,305.0
2021-09-03 12:32:00,2878.73,2878.73,2877.4988,2877.4988,1591.0
2021-09-03 12:31:00,2878.93,2878.93,2878.58,2878.58,2712.0
2021-09-03 12:30:00,2879.77,2879.77,2879.77,2879.77,203.0
2021-09-03 12:28:00,2879.925,2880.545,2879.925,2880.085,897.0
2021-09-03 12:27:00,2880.16,2880.16,2879.41,2879.89,1262.0
2021-09-03 12:26:00,2880.94,2881.11,2879.96,2879.96,4204.0
2021-09-03 12:25:00,2880.505,2881.04,2880.505,2881.02,1532.0
2021-09-03 12:24:00,2880.38,2880.42,2880.38,2880.42,754.0
2021-09-03 12:23:00,2880.005,2880.59,2879.96,2880.26,3529.0
2021-09-03 12:22:00,2879.11,2879.23,2878.69,2879.19,2330.0
2021-09-03 12:21:00,2879.37,2879.37,2879.37,2879.37,570.0
2021-09-03 12:20:00,2879.09,2879.09,2879.09,2879.09,326.0
2021-09-03 12:19:00,2880.39,2880.39,2880.39,2880.39,898.0
2021-09-03 12:18:00,2880.15,2880.27,2879.455,2880.145,1845.0
2021-09-03 12:17:00,2879.61,2879.82,2879.265,2879.82,1385.0
2021-09-03 12:16:00,2879.27,2880.16,2879.27,2879.33,2662.0
2021-09-03 12:15:00,2879.69,2880.12,2879.69,2880.1,1682.0
2021-09-03 12:14:00,2879.09,2879.105,2879.09,2879.105,563.0
2021-09-03 12:11:00,2879.75,2880.08,2879.75,2880.08,1007.0
2021-09-03 12:10:00,2879.8,2879.8,2879.08,2879.48,1473.0
2021-09-03 12:09:00,2878.12,2879.73,2878.12,2879.73,1932.0
2021-09-03 12:07:00,2877.04,2877.04,2877.04,2877.04,377.0
2021-09-03 12:06:00,2877.57,2877.57,2877.36,2877.36,1720.0
2021-09-03 12:04:00,2876.99,2877.6,2876.99,2877.57,1442.0
2021-09-03 12:02:00,2876.28,2876.425,2876.28,2876.425,593.0
2021-09-03 12:01:00,2876.25,2876.53,2875.5501,2876.47,3259.0
2021-09-03 12:00:00,2875.73,2875.73,2875.73,2875.73,480.0
2021-09-03 11:59:00,2875.795,2875.795,2875.795,2875.795,227.0
2021-09-03 11:58:00,2876.81,2876.81,2875.18,2875.24,1354.0
2021-09-03 11:57:00,2878.1411,2878.1411,2878.1411,2878.1411,593.0
2021-09-03 11:55:00,2877.01,2877.97,2877.01,2877.97,1366.0
2021-09-03 11:54:00,2875.795,2876.065,2875.795,2875.875,1167.0
2021-09-03 11:53:00,2877.85,2878.01,2876.0,2876.57,3582.0
2021-09-03 11:52:00,2879.13,2879.13,2879.13,2879.13,569.0
2021-09-03 11:51:00,2878.425,2878.425,2878.425,2878.425,286.0
2021-09-03 11:50:00,2878.295,2878.295,2878.295,2878.295,499.0
2021-09-03 11:49:00,2877.97,2877.97,2877.84,2877.97,1404.0
2021-09-03 11:48:00,2878.36,2878.36,2878.36,2878.36,811.0
2021-09-03 11:46:00,2879.22,2879.45,2879.02,2879.02,1243.0
2021-09-03 11:45:00,2877.9,2877.9,2877.9,2877.9,1257.0
2021-09-03 11:43:00,2878.11,2878.11,2877.46,2877.59,1791.0
2021-09-03 11:42:00,2878.7,2878.7,2878.7,2878.7,926.0
2021-09-03 11:41:00,2878.95,2879.0,2878.4,2878.4,1417.0
2021-09-03 11:40:00,2879.85,2879.94,2878.74,2878.74,2358.0
2021-09-03 11:39:00,2879.16,2879.16,2879.16,2879.16,1718.0
2021-09-03 11:38:00,2878.74,2878.74,2878.12,2878.12,1636.0
2021-09-03 11:37:00,2879.24,2879.24,2879.0,2879.0,1599.0
2021-09-03 11:35:00,2880.69,2880.69,2880.04,2880.185,2165.0
2021-09-03 11:34:00,2880.23,2880.23,2880.23,2880.23,339.0
2021-09-03 11:33:00,2880.05,2880.29,2880.05,2880.29,1078.0
2021-09-03 11:32:00,2880.11,2880.25,2879.58,2880.035,3905.0
2021-09-03 11:31:00,2879.57,2880.12,2879.49,2879.865,2458.0
2021-09-03 11:30:00,2878.87,2880.0799,2878.295,2879.96,6221.0
2021-09-03 11:29:00,2878.42,2879.1,2878.42,2879.1,1102.0
2021-09-03 11:28:00,2880.2,2880.21,2878.0,2878.01,5727.0
2021-09-03 11:27:00,2880.06,2880.06,2879.21,2880.0,3545.0
2021-09-03 11:26:00,2880.9579,2880.9579,2880.21,2880.58,2272.0
2021-09-03 11:25:00,2880.57,2880.797,2880.57,2880.6265,1919.0
2021-09-03 11:24:00,2880.98,2883.1,2880.23,2880.23,5717.0
2021-09-03 11:23:00,2879.81,2881.0,2879.81,2880.3428,7071.0
2021-09-03 11:22:00,2877.0,2879.925,2876.97,2879.86,3794.0
2021-09-03 11:21:00,2874.195,2876.47,2874.195,2876.24,2422.0
2021-09-03 11:20:00,2875.9,2875.9,2875.07,2875.1,2393.0
2021-09-03 11:19:00,2874.875,2874.97,2874.39,2874.94,1492.0
2021-09-03 11:18:00,2875.58,2875.67,2874.41,2874.6581,4922.0
2021-09-03 11:17:00,2875.05,2875.05,2875.05,2875.05,549.0
2021-09-03 11:16:00,2875.32,2875.32,2873.56,2875.27,3234.0
2021-09-03 11:15:00,2875.42,2875.43,2875.2,2875.2,796.0
2021-09-03 11:14:00,2874.795,2875.4633,2874.69,2874.69,1062.0
2021-09-03 11:13:00,2874.53,2875.64,2874.53,2875.07,3002.0
2021-09-03 11:12:00,2873.87,2874.3609,2873.87,2874.3609,1018.0
2021-09-03 11:11:00,2872.2369,2873.81,2872.2369,2873.54,1554.0
2021-09-03 11:10:00,2872.36,2873.69,2872.36,2873.64,1853.0
2021-09-03 11:09:00,2872.45,2872.47,2871.92,2872.27,1569.0
2021-09-03 11:08:00,2872.58,2872.58,2871.43,2872.4,1213.0
2021-09-03 11:07:00,2872.48,2872.9,2872.48,2872.68,1402.0
2021-09-03 11:06:00,2871.4,2871.4,2871.4,2871.4,20577.0
2021-09-03 11:05:00,2870.21,2871.46,2870.09,2871.055,2488.0
2021-09-03 11:04:00,2872.52,2872.54,2871.31,2871.31,1813.0
2021-09-03 11:03:00,2871.95,2872.565,2871.4653,2871.89,2293.0
2021-09-03 11:02:00,2871.93,2871.93,2871.93,2871.93,737.0
2021-09-03 11:01:00,2871.885,2872.745,2871.685,2871.685,1227.0
2021-09-03 11:00:00,2873.26,2873.26,2873.26,2873.26,900.0
2021-09-03 10:59:00,2873.41,2874.25,2873.39,2874.25,997.0
2021-09-03 10:58:00,2874.47,2875.215,2873.67,2875.215,1473.0
2021-09-03 10:57:00,2873.045,2874.71,2873.045,2874.71,3394.0
2021-09-03 10:56:00,2871.79,2872.9,2871.79,2872.9,1685.0
2021-09-03 10:55:00,2872.29,2872.79,2872.29,2872.79,1478.0
2021-09-03 10:54:00,2871.4,2872.1995,2871.38,2872.0482,1285.0
2021-09-03 10:53:00,2870.83,2871.63,2870.83,2871.63,1770.0
2021-09-03 10:52:00,2871.01,2871.145,2870.54,2870.54,2615.0
2021-09-03 10:51:00,2873.56,2873.56,2872.6,2873.04,1473.0
2021-09-03 10:50:00,2874.5796,2874.5796,2873.6501,2873.97,4185.0
2021-09-03 10:49:00,2873.1,2874.37,2872.6,2874.37,5272.0
2021-09-03 10:48:00,2871.92,2872.14,2871.92,2872.14,1236.0
2021-09-03 10:47:00,2871.82,2871.97,2871.73,2871.97,1126.0
2021-09-03 10:46:00,2873.0484,2873.0484,2873.0484,2873.0484,1002.0
2021-09-03 10:45:00,2871.05,2871.4485,2870.08,2871.4485,1835.0
2021-09-03 10:44:00,2871.19,2871.53,2871.0301,2871.53,1917.0
2021-09-03 10:43:00,2868.963,2869.69,2868.963,2869.39,1733.0
2021-09-03 10:42:00,2868.87,2869.7,2868.87,2869.7,1550.0
2021-09-03 10:41:00,2868.5,2868.5,2868.5,2868.5,1117.0
2021-09-03 10:40:00,2869.12,2869.12,2869.0,2869.0,822.0
2021-09-03 10:39:00,2871.1,2871.1,2870.95,2870.95,943.0
2021-09-03 10:38:00,2871.0,2871.0,2869.2801,2869.2801,1662.0
2021-09-03 10:37:00,2872.42,2872.99,2870.3,2870.93,4230.0
2021-09-03 10:36:00,2871.42,2872.85,2871.22,2872.395,3925.0
2021-09-03 10:35:00,2869.98,2872.6833,2869.98,2872.6833,5145.0
2021-09-03 10:34:00,2869.33,2870.15,2869.33,2869.99,3288.0
2021-09-03 10:33:00,2869.35,2870.25,2869.35,2870.0,2164.0
2021-09-03 10:32:00,2867.84,2869.7325,2867.84,2869.7325,1600.0
2021-09-03 10:31:00,2867.035,2868.2117,2867.035,2867.68,1552.0
2021-09-03 10:30:00,2866.35,2867.67,2866.35,2867.67,1588.0
2021-09-03 10:29:00,2866.38,2866.715,2866.38,2866.715,1387.0
2021-09-03 10:28:00,2868.52,2868.52,2866.95,2867.25,2028.0
2021-09-03 10:27:00,2867.855,2869.9899,2867.21,2867.58,3652.0
2021-09-03 10:26:00,2865.545,2867.84,2865.545,2867.84,1768.0
2021-09-03 10:25:00,2868.26,2868.26,2866.0,2866.0,2403.0
2021-09-03 10:24:00,2866.795,2868.01,2866.575,2867.835,1663.0
2021-09-03 10:23:00,2866.04,2866.04,2866.04,2866.04,1052.0
2021-09-03 10:22:00,2865.9,2865.91,2864.88,2864.88,2296.0
2021-09-03 10:21:00,2865.31,2866.77,2864.64,2866.6321,3658.0
2021-09-03 10:20:00,2865.88,2866.03,2865.88,2866.03,1166.0
2021-09-03 10:19:00,2866.895,2867.44,2866.895,2867.44,993.0
2021-09-03 10:18:00,2869.545,2869.545,2868.57,2869.37,1603.0
2021-09-03 10:17:00,2868.69,2868.69,2868.65,2868.65,980.0
2021-09-03 10:16:00,2869.6,2869.6,2869.6,2869.6,1101.0
2021-09-03 10:15:00,2869.79,2869.79,2868.55,2869.07,1938.0
2021-09-03 10:14:00,2869.82,2869.82,2869.82,2869.82,1116.0
2021-09-03 10:13:00,2867.22,2869.64,2867.22,2869.64,2367.0
2021-09-03 10:12:00,2867.03,2867.27,2867.03,2867.27,1721.0
2021-09-03 10:11:00,2867.3,2867.52,2867.25,2867.52,1997.0
2021-09-03 10:10:00,2867.62,2867.62,2866.54,2866.54,817.0
2021-09-03 10:09:00,2867.4,2869.37,2867.17,2867.945,3264.0
2021-09-03 10:08:00,2867.33,2867.42,2865.5,2865.5,3574.0
2021-09-03 10:07:00,2868.04,2868.38,2866.2701,2866.2701,1007.0
2021-09-03 10:06:00,2869.99,2869.99,2867.56,2867.61,3740.0
2021-09-03 10:05:00,2869.66,2871.14,2868.475,2870.77,4619.0
2021-09-03 10:04:00,2867.41,2871.5,2867.365,2869.905,3163.0
2021-09-03 10:03:00,2867.07,2867.68,2865.0,2867.68,5203.0
2021-09-03 10:02:00,2868.305,2868.305,2866.13,2866.13,1960.0
2021-09-03 10:01:00,2866.35,2870.03,2866.16,2867.19,6346.0
2021-09-03 10:00:00,2863.57,2866.86,2863.57,2865.69,4486.0
2021-09-03 09:59:00,2857.59,2863.98,2856.51,2862.99,16964.0
2021-09-03 09:58:00,2855.0,2856.81,2854.75,2856.81,5516.0
2021-09-03 09:57:00,2851.78,2854.5,2851.78,2854.5,4125.0
2021-09-03 09:56:00,2851.22,2851.415,2850.76,2850.76,1153.0
2021-09-03 09:55:00,2852.72,2853.8091,2851.87,2851.87,2315.0
2021-09-03 09:54:00,2849.7,2851.18,2849.2,2851.18,5516.0
2021-09-03 09:53:00,2851.94,2852.23,2850.78,2850.78,3139.0
2021-09-03 09:52:00,2849.6,2851.705,2849.6,2851.705,2707.0
2021-09-03 09:51:00,2851.34,2851.91,2850.42,2851.91,2041.0
2021-09-03 09:50:00,2852.6,2853.3717,2852.6,2853.14,2984.0
2021-09-03 09:49:00,2850.22,2851.57,2849.85,2851.38,4634.0
2021-09-03 09:48:00,2851.55,2852.33,2850.0,2850.0,2962.0
2021-09-03 09:47:00,2852.59,2853.0,2850.0626,2850.0626,2523.0
2021-09-03 09:46:00,2852.49,2852.49,2849.23,2852.15,4216.0
2021-09-03 09:45:00,2853.41,2853.76,2850.96,2851.2183,4570.0
2021-09-03 09:44:00,2855.0,2855.0,2852.1,2852.52,3915.0
2021-09-03 09:43:00,2856.16,2856.81,2854.91,2854.91,6859.0
2021-09-03 09:42:00,2855.74,2856.8,2854.73,2856.7,3377.0
2021-09-03 09:41:00,2854.02,2856.8199,2852.73,2855.415,7536.0
2021-09-03 09:40:00,2852.2,2854.685,2849.09,2854.685,6113.0
2021-09-03 09:39:00,2850.7075,2850.7075,2850.3,2850.3,1962.0
2021-09-03 09:38:00,2855.044,2855.044,2848.01,2849.95,11612.0
2021-09-03 09:37:00,2855.54,2855.54,2853.42,2853.42,2602.0
2021-09-03 09:36:00,2854.47,2855.47,2854.145,2855.0,4250.0
2021-09-03 09:35:00,2854.83,2854.83,2852.5,2853.83,5565.0
2021-09-03 09:34:00,2859.41,2859.41,2854.85,2855.64,6542.0
2021-09-03 09:33:00,2859.19,2860.99,2856.92,2860.99,6471.0
2021-09-03 09:32:00,2859.67,2861.175,2858.355,2858.615,9005.0
2021-09-03 09:31:00,2861.61,2865.37,2860.0,2860.0,31924.0
2021-09-03 09:29:00,2862.32,2862.32,2862.32,2862.32,254.0
2021-09-03 08:55:00,2873.0,2873.0,2873.0,2873.0,421.0
2021-09-03 08:48:00,2872.8994,2872.8994,2872.8994,2872.8994,352.0
2021-09-03 08:40:00,2870.0,2870.0,2870.0,2870.0,120.0
2021-09-03 08:38:00,2877.2,2877.2,2877.2,2877.2,740.0
2021-09-03 08:34:00,2876.0,2876.0,2876.0,2876.0,164.0
2021-09-03 08:15:00,2876.0,2876.0,2876.0,2876.0,406.0
2021-09-03 08:01:00,2876.4999,2879.99,2876.4999,2876.4999,667.0
2021-09-03 04:44:00,2878.0,2878.0,2878.0,2878.0,112.0
2021-09-02 16:45:00,2864.74,2865.0,2864.74,2865.0,517.0
2021-09-02 16:42:00,2864.35,2864.35,2864.35,2864.35,173.0
2021-09-02 16:39:00,2863.0,2863.0,2863.0,2863.0,515.0
2021-09-02 16:14:00,2865.74,2865.74,2865.74,2865.74,720.0
